"group","mlpa_region","site_name","affiliated_mpa","tier","mpa_designation","lat_wgs84","lon_wgs84","year"
"Kelp forest","SOUTH","SCAI - Hen Rock","Long Point SMR","II","reference",33.4001,-118.3669,"2020"
"Kelp forest","SOUTH","SCAI - Indian Head","Farnsworth Onshore SMCA","III","reference",33.3799,-118.48205,"2008"
"Kelp forest","SOUTH","SCAI - Indian Rock","Arrow Point to Lion Head Point SMCA","II","SMCA",33.46887,-118.52617,"2011"
"Kelp forest","SOUTH","SCAI - Indian Rock","Arrow Point to Lion Head Point SMCA","II","SMCA",33.46887,-118.52617,"2012"
"Kelp forest","SOUTH","SCAI - Indian Rock","Arrow Point to Lion Head Point SMCA","II","SMCA",33.46887,-118.52617,"2019"
"Kelp forest","SOUTH","SCAI - Indian Rock","Arrow Point to Lion Head Point SMCA","II","SMCA",33.46887,-118.52617,"2020"
"Kelp forest","SOUTH","SCAI - Iron Bound Cove","Cat Harbor SMCA","III","reference",33.4475,-118.57515,"2008"
"Kelp forest","SOUTH","SCAI - Iron Bound Cove","Cat Harbor SMCA","III","reference",33.4475,-118.57515,"2011"
"Kelp forest","SOUTH","SCAI - Iron Bound Cove","Cat Harbor SMCA","III","reference",33.4475,-118.57515,"2012"
"Kelp forest","SOUTH","SCAI - Iron Bound Cove","Cat Harbor SMCA","III","reference",33.4475,-118.57515,"2019"
"Kelp forest","SOUTH","SCAI - Iron Bound Cove","Cat Harbor SMCA","III","reference",33.4475,-118.57515,"2020"
"Kelp forest","SOUTH","SCAI - Italian Gardens","Long Point SMR","II","SMR",33.41073,-118.37576,"2011"
"Kelp forest","SOUTH","SCAI - Italian Gardens","Long Point SMR","II","SMR",33.41073,-118.37576,"2019"
"Kelp forest","SOUTH","SCAI - Italian Gardens","Long Point SMR","II","SMR",33.41073,-118.37576,"2020"
"Kelp forest","SOUTH","SCAI - Johnson's Rocks","Arrow Point to Lion Head Point SMCA","II","SMCA",33.47608,-118.58914,"2004"
"Kelp forest","SOUTH","SCAI - Lion Head","Arrow Point to Lion Head Point SMCA","II","SMCA",33.45387,-118.50253,"2008"
"Kelp forest","SOUTH","SCAI - Lover's Cove","Lover's Cove SMCA","III","SMCA",33.34358,-118.31705,"2011"
"Kelp forest","SOUTH","SCAI - Lover's Cove","Lover's Cove SMCA","III","SMCA",33.34358,-118.31705,"2012"
"Kelp forest","SOUTH","SCAI - Pin Rock","Cat Harbor SMCA","III","reference",33.42352,-118.50433,"2004"
"Kelp forest","SOUTH","SCAI - Ripper's Cove","Blue Cavern Onshore SMCA","I","reference",33.42815,-118.43547,"2004"
"Kelp forest","SOUTH","SCAI - Ripper's Cove","Blue Cavern Onshore SMCA","I","reference",33.42815,-118.43547,"2008"
"Kelp forest","SOUTH","SCAI - Ripper's Cove","Blue Cavern Onshore SMCA","I","reference",33.42815,-118.43547,"2011"
"Kelp forest","SOUTH","SCAI - Ripper's Cove","Blue Cavern Onshore SMCA","I","reference",33.42815,-118.43547,"2012"
"Kelp forest","SOUTH","SCAI - Ripper's Cove","Blue Cavern Onshore SMCA","I","reference",33.42815,-118.43547,"2019"
"Kelp forest","SOUTH","SCAI - Ripper's Cove","Blue Cavern Onshore SMCA","I","reference",33.42815,-118.43547,"2020"
"Kelp forest","SOUTH","SCAI - Salta Verde","Farnsworth Onshore SMCA","III","reference",33.31458,-118.42152,"2011"
"Kelp forest","SOUTH","SCAI - Salta Verde","Farnsworth Onshore SMCA","III","reference",33.31458,-118.42152,"2012"
"Kelp forest","SOUTH","SCAI - Salta Verde","Farnsworth Onshore SMCA","III","reference",33.31458,-118.42152,"2019"
"Kelp forest","SOUTH","SCAI - Ship Rock","Blue Cavern Onshore SMCA","I","reference",33.46302,-118.4914,"2011"
"Kelp forest","SOUTH","SCAI - Ship Rock","Blue Cavern Onshore SMCA","I","reference",33.46302,-118.4914,"2012"
"Kelp forest","SOUTH","SCAI - Ship Rock","Blue Cavern Onshore SMCA","I","reference",33.46302,-118.4914,"2019"
"Kelp forest","SOUTH","SCAI - Ship Rock","Blue Cavern Onshore SMCA","I","reference",33.46302,-118.4914,"2020"
"Kelp forest","SOUTH","SCAI - Twin Rocks","Long Point SMR","II","SMR",33.41788,-118.38917,"2012"
"Kelp forest","SOUTH","SCAI - West Kelp","Farnsworth Onshore SMCA","III","reference",33.47219,-118.6031,"2004"
"Kelp forest","SOUTH","SCAI - West Quarry","Blue Cavern Onshore SMCA","I","SMCA (No-Take)",33.4425,-118.47017,"2004"
"Kelp forest","SOUTH","SCAI - West Quarry","Blue Cavern Onshore SMCA","I","SMCA (No-Take)",33.4425,-118.47017,"2011"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2005"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2006"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2007"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2008"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2009"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2010"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2011"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2012"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2013"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2014"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2015"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2016"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2017"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2018"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2019"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_E","Scorpion SMR","I","SMR",34.054283,-119.566867,"2020"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2005"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2006"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2007"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2008"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2009"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2010"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2011"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2012"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2013"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2014"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2015"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2016"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2017"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2018"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2019"
"Kelp forest","SOUTH","SCI_CAVERN_POINT_W","Scorpion SMR","I","SMR",34.05275,-119.5713,"2020"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2004"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2005"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2006"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2007"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2008"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2009"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2010"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2011"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2012"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2013"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2014"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2015"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2016"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2017"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2018"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2019"
"Kelp forest","SOUTH","SCI_COCHE_POINT_E","Scorpion SMR","I","reference",34.044933,-119.6014,"2020"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2004"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2005"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2006"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2007"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2008"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2009"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2010"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2011"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2012"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2013"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2014"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2015"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2016"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2017"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2018"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2019"
"Kelp forest","SOUTH","SCI_COCHE_POINT_W","Scorpion SMR","I","reference",34.04265,-119.604,"2020"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2001"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2002"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2003"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2004"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2005"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2006"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2007"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2008"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2009"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2010"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2011"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2012"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2014"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2015"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2016"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2017"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2018"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2019"
"Kelp forest","SOUTH","SCI_FORNEY_E","Gull Island SMR","II","reference",34.051483,-119.909667,"2020"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2001"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2002"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2003"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2004"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2005"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2006"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2007"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2008"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2009"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2010"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2011"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2012"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2014"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2015"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2016"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2017"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2018"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2019"
"Kelp forest","SOUTH","SCI_FORNEY_W","Gull Island SMR","II","reference",34.053883,-119.9182,"2020"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2003"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2004"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2005"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2006"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2007"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2008"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2009"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2010"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2011"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2012"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2014"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2015"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2016"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2017"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2018"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2019"
"Kelp forest","SOUTH","SCI_GULL_ISLE_E","Gull Island SMR","II","SMR",33.946467,-119.823183,"2020"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2003"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2004"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2005"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2006"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2007"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2008"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2009"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2010"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2011"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2012"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2014"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2015"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2016"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2017"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2018"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2019"
"Kelp forest","SOUTH","SCI_GULL_ISLE_W","Gull Island SMR","II","SMR",33.948167,-119.82795,"2020"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2000"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2002"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2003"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2004"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2005"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2006"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2007"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2008"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2009"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2010"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2011"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2012"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2013"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2014"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2015"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2016"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2017"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2018"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2019"
"Kelp forest","SOUTH","SCI_HAZARDS_CEN","Painted Cave SMCA","III","reference",34.056583,-119.821167,"2020"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2000"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2002"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2003"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2004"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2005"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2006"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2007"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2008"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2009"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2010"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2011"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2012"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2013"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2014"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2015"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2016"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2017"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2018"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2019"
"Kelp forest","SOUTH","SCI_HAZARDS_E","Painted Cave SMCA","III","reference",34.054383,-119.81935,"2020"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2000"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2001"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2002"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2003"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2004"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2005"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2006"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2007"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2008"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2009"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2010"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2011"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2012"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2013"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2014"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2015"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2016"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2017"
"Kelp forest","SOUTH","SCI_HAZARDS_W","Painted Cave SMCA","III","reference",34.0581,-119.824833,"2018"
